noise_std,mean,std,count
0.05,0.06289542672455452,0.11892542431987813,24000
0.05,0.05788065151957556,0.11247594467453895,16800
0.25,0.10286460277835599,0.1150104312594962,7200
0.25,0.09997868377479646,0.11123225152742605,24000
0.2,0.09325726921226703,0.1155442482056185,9600
0.25,0.09780045991161061,0.10676406407784107,14400
0.2,0.08967867127767913,0.11018937044412323,24000
0.2,0.0890815656594513,0.10847662996851411,12000
0.3,0.11168983726854498,0.11486354241458306,12000
0.3,0.11016944438124412,0.11021321878177963,24000
0.0,0.05335268804705613,0.1230326721341687,14400
0.3,0.10660023378520901,0.10726044413972655,9600
0,0.05047495077289521,0.11955859792534305,24000
0.0,0.05165325929248416,0.12104764935710108,7200
0.15,0.08084093632633522,0.11322275814295474,16800
0.15,0.07925543765153578,0.11034090704605352,24000
0.1,0.07421374758311584,0.11895700211649193,19200
0.15,0.08404509251490495,0.11751334564708968,4800
0.1,0.06731478896583512,0.10878104148468405,24000
0.1,0.0787494480343213,0.12712279838085264,2400
